,x,y_lower,y,y_upper
159,15900.0,0.449,0.681,1.0
160,16000.0,0.816,1.0,1.0
161,16100.0,0.519,1.0,1.0
162,16200.0,0.515,0.837,1.0
163,16300.0,0.7785,1.0,1.0
164,16400.0,0.6315,0.94,1.0
165,16500.0,0.9005000000000001,1.0,1.0
166,16600.0,1.0,1.0,1.0
167,16700.0,1.0,1.0,1.0
168,16800.0,0.9285,1.0,1.0
169,16900.0,0.8245,1.0,1.0
170,17000.0,0.94,1.0,1.0
171,17100.0,0.9624999999999999,1.0,1.0
172,17200.0,0.899,1.0,1.0
173,17300.0,1.0,1.0,1.0
174,17400.0,0.888,1.0,1.0
175,17500.0,1.0,1.0,1.0
176,17600.0,1.0,1.0,1.0
177,17700.0,0.656,1.0,1.0
178,17800.0,0.6234999999999999,1.0,1.0
179,17900.0,0.83,1.0,1.0
180,18000.0,1.0,1.0,1.0
181,18100.0,0.7945,1.0,1.0
182,18200.0,0.509,1.0,1.0
183,18300.0,0.7464999999999999,1.0,1.0
184,18400.0,1.0,1.0,1.0
185,18500.0,1.0,1.0,1.0
186,18600.0,1.0,1.0,1.0
187,18700.0,0.929,1.0,1.0
188,18800.0,0.981,1.0,1.0
189,18900.0,1.0,1.0,1.0
190,19000.0,1.0,1.0,1.0
191,19100.0,1.0,1.0,1.0
192,19200.0,0.964,1.0,1.0
193,19300.0,0.71,1.0,1.0
194,19400.0,0.944,1.0,1.0
195,19500.0,0.4735,0.984,1.0
196,19600.0,0.7475,1.0,1.0
197,19700.0,0.558,1.0,1.0
198,19800.0,0.915,1.0,1.0
199,19900.0,0.674,1.0,1.0
