,x,y_lower,y,y_upper
0,0.2,0.12,0.15,0.19
1,0.05,0.23,0.31,0.43
2,0.022222222222222223,0.26,0.36,0.51
3,0.0125,0.2,0.26,0.35
4,0.008,0.12,0.15,0.17
5,0.005555555555555556,0.2,0.24,0.27
6,0.004081632653061225,0.15,0.19,0.22
7,0.003125,0.2,0.25,0.32
8,0.0024691358024691358,0.27,0.32,0.38
9,0.002,0.18,0.21,0.25
10,0.0016528925619834713,0.34,0.51,0.67
