,x,y_lower,y,y_upper
0,0.0,0.35,0.52,0.65
1,0.1,0.32,0.38,0.45
2,0.2,0.26,0.3,0.34
3,0.3,0.38,0.49,0.63
4,0.4,0.33,0.4,0.5
5,0.5,0.3,0.38,0.49
6,0.6,0.21,0.31,0.45
7,0.7,0.2,0.29,0.42
8,0.8,0.21,0.35,0.52
9,0.9,0.05,0.07,0.09
10,1.0,0.05,0.07,0.11
