episode,base_score,base_loss,base_length,opt_score,opt_loss,opt_length,duel_score,duel_loss,duel_length,double_score,double_loss,double_length,duel_double_score,duel_double_loss,duel_double_length
353,3.975907604,5810.977839,118,-1.589812027,8219.917013,1000,38.18963905,2341.739966,1000,196.9893645,2675.549728,565,-185.0544868,482.8995585,233
354,-235.4254381,5807.910269,130,208.7953967,2454.111949,623,-64.69298333,1003.47999,1000,161.2678963,5106.735792,788,-1.624658821,1701.192936,1000
355,-61.96063133,1679.008516,71,234.1007108,1323.427339,240,-50.32642774,2380.935967,1000,-6.534791443,5164.407427,1000,-269.1382191,113.8996375,104
356,-130.5668213,5445.305192,105,-66.83799982,1390.658232,85,-98.37588109,2787.077349,1000,-31.58773077,3562.666055,1000,-102.7429139,188.3784128,236
357,-163.933859,3203.561404,88,193.891068,4101.553455,673,-24.14689935,3067.759817,1000,213.0667182,1994.117698,383,-160.1247217,95.16899884,123
358,-104.4972372,5326.214272,131,-53.26440032,2903.279069,1000,-100.5377437,2640.969833,1000,252.975123,2557.189286,616,-105.7557909,114.2018439,146
359,-372.4881128,5545.500721,131,269.9107247,1324.377049,235,-37.37723104,3468.546681,1000,149.9105333,4361.308059,709,-1.701891274,1621.034642,1000
360,-280.2496422,4909.887211,121,181.7792804,2181.72916,693,-54.1940258,2963.209658,1000,238.5683159,2462.493814,360,-70.09991083,2779.12209,1000
361,-164.7825943,5418.132406,109,-7.702735395,3850.462772,1000,-81.02905058,1537.97391,1000,255.2717249,1079.944793,352,-8.367126752,3126.9205,1000
362,-201.1610024,4381.839897,116,-31.42023798,4602.231502,1000,-22.73995796,2445.118315,1000,228.3793927,2935.622012,374,-15.19427462,2343.316658,1000
363,-112.2241712,5449.390756,96,202.3142993,3892.798168,630,-90.92881145,804.4149278,82,245.7073748,3184.744422,428,-24.88760652,1519.996766,1000
364,-36.52478894,4491.282705,104,-249.0025946,150.0940857,119,-82.85284801,1871.141274,1000,-4.914420709,7319.374264,1000,-34.96062761,1315.426581,1000
365,-63.80252952,3860.805573,77,248.1561852,1595.774604,380,-74.27299981,2398.728794,1000,-30.06430877,4666.66579,1000,137.2032009,2251.029021,923
366,-200.1717596,5398.170599,87,-125.0286658,1144.482932,241,-47.26618735,1509.223429,1000,224.8719325,4618.250708,736,169.6876906,1633.100719,799
367,-53.48209137,3779.705082,72,-196.3919961,4051.660425,927,-81.18348397,63.39006376,70,-74.32793643,1562.601864,153,120.4987245,2079.347005,979
368,-36.38282189,2726.93256,79,-45.99724383,3435.412405,1000,-28.51250122,2147.969679,1000,-104.9236965,911.0160667,152,-159.1785909,736.7867447,148
369,-40.35008392,2599.908689,81,-45.32935743,4998.535156,1000,-7.58466282,159.3709699,184,-44.02027933,452.1161273,93,-106.0061917,377.7980162,372
370,-93.29177217,3656.666373,81,190.8531292,2090.24327,565,-48.626005,1669.100994,1000,-46.09935898,7129.767915,1000,-0.907279194,2136.079759,1000
371,-163.0495648,5725.810579,118,-66.22485518,5516.228207,1000,-26.2796221,1215.279544,377,159.5227783,5318.869868,833,0.444401575,1560.164491,1000
372,-38.34213082,6193.720782,164,187.3923394,1841.086641,770,-84.78506072,2102.77045,1000,248.2859493,2181.272313,385,-234.368863,2591.701302,753
373,-304.638715,4112.817919,95,198.5177247,2801.85834,527,-49.38422416,1287.233108,1000,223.6598896,3251.793171,310,-191.0110503,830.5270692,121
374,-229.0979167,3849.365354,120,-15.47470957,138.2422326,68,-250.0195804,636.2252973,149,213.4641857,2100.715629,385,1.676277202,1839.271204,1000
375,-178.9309057,3344.259576,77,277.3635255,3143.323788,545,-7.188680247,817.4043441,1000,-19.24779263,5489.138895,1000,-60.7020865,1861.858517,1000
376,1.138867251,4846.819257,128,-195.2248461,4193.973248,786,-43.10796713,1176.483504,1000,257.1442464,910.0851234,243,8.499999111,2465.340315,1000
377,-123.5346886,4057.104625,91,273.6120008,564.8123868,202,-89.63874405,687.7731235,1000,-100.8191808,354.2581033,126,-40.69931219,1285.780927,1000
378,-46.93693648,4047.431996,69,228.2908046,1229.39257,288,-69.33133915,1370.574088,1000,217.4493247,2610.478936,355,138.8424006,4159.136387,844
379,-200.2907004,5588.23182,125,9.067582489,5531.272096,1000,128.6021578,2110.825136,906,-51.87461439,4783.010245,1000,-18.14899422,2803.97269,1000
380,-57.86812714,4817.420007,118,-30.96235554,2538.527739,500,-188.7384781,2035.472383,958,-40.42021532,5882.213234,1000,11.23762034,3057.566218,1000
381,-46.78446658,6450.871003,139,-112.0903183,2370.087546,410,-76.02963641,1544.611727,475,-19.97729215,7552.207768,1000,-41.76336277,2333.664012,1000
382,-83.07738602,4398.855297,107,-115.4973942,4677.084955,713,-32.63261544,976.3235816,1000,252.7381523,675.6354007,242,-326.9500769,258.1412721,298
383,-37.07401914,1871.470285,76,-116.1320886,3038.459657,489,222.3433268,1128.206464,487,15.35116204,7264.902579,1000,22.0541169,2134.704937,1000
384,-164.6714479,2732.616126,78,226.2205639,2114.170291,533,-53.37146485,3080.876449,314,142.669309,3290.970073,645,-37.6294389,4085.12364,1000
385,-102.0189326,4986.697508,107,6.66727175,4474.919047,1000,113.993982,3036.777563,1000,18.28913806,5364.804493,1000,-18.72794103,1979.103631,1000
386,-97.2281492,3582.129433,105,234.7178579,1340.911349,364,4.44252301,751.7346694,78,231.293241,1969.213135,300,-14.58822502,3386.830359,1000
387,-16.94990299,6287.590527,157,-11.26393047,2279.389298,291,-116.5709234,2904.996773,680,218.4744324,1699.516428,326,197.6958731,659.6658092,716
388,-311.281118,4861.483614,128,-89.77045397,10656.48844,1000,-92.7143342,2508.719115,1000,-9.79003296,6570.764743,1000,24.13016825,2341.441517,1000
389,-54.11834037,5133.043728,119,213.2551859,1579.712352,308,-77.11856338,883.7111351,177,38.63711788,948.7813551,87,-25.27059329,2394.396561,1000
390,-99.9854281,6105.606,123,-58.05314395,5042.837296,1000,226.0346034,1426.641807,456,163.2914587,4181.956436,719,136.5428324,1668.309429,899
391,-165.8428579,1548.123911,75,167.929124,3506.588408,575,184.3542668,1458.453442,901,232.7844812,1546.312533,232,-167.1122304,948.2472878,267
392,-117.1864258,3887.817693,92,-133.2561732,8058.965674,988,-176.5039962,52.99093938,63,231.3032588,1808.430442,229,175.2697899,1561.940519,440
393,-133.6243292,6454.866184,106,-73.81744957,741.9194,114,6.341448015,3362.608127,1000,109.2299802,5873.553231,990,178.1025206,1931.401441,907
394,-89.61636075,4156.025331,119,-53.25312024,5228.73699,777,-134.622752,860.9390433,95,211.6794879,2962.71542,349,-24.14316305,2145.876647,1000
395,-63.20955662,6107.384999,147,-507.1070688,5281.5835,743,11.89466483,1245.29512,1000,209.5964086,1866.34087,220,-155.107531,132.2097733,135
396,-250.0303042,5403.535149,90,267.1067212,1736.719508,291,-39.69542155,3366.1595,1000,15.78352787,9445.183626,1000,-153.9806466,385.2428918,153
397,-200.6954063,4296.520438,135,-220.6348752,6187.214649,425,-78.8328034,3247.567055,765,-158.9883164,1468.01096,190,-6.462367987,2605.189155,1000
398,-28.73165811,2249.824606,75,-72.69586937,9218.282867,1000,105.8483953,4545.40042,913,-162.0454579,1471.967372,148,6.312616051,3094.227156,1000
399,-112.3810188,3887.2219,78,303.3435227,2513.345717,252,5.83722136,4847.555249,1000,-41.28745689,4301.720724,1000,-52.75202129,3152.930071,1000
400,-122.9260919,5682.542487,103,-101.9220868,2693.879785,189,-58.8070522,4939.373241,1000,-129.8412623,650.1324534,136,-42.41087181,979.7568226,484
401,-183.570267,4492.736359,114,195.1194577,2878.302297,360,200.0297492,3047.762437,921,-34.58279171,6937.085039,1000,5.682689147,1098.7899,1000
402,-127.8535017,2705.250113,75,-189.1638611,3532.431529,629,-142.6947504,587.1725777,104,163.0310837,3843.177631,619,128.785997,1428.263166,807
403,-78.40734815,4075.706056,85,-118.1381544,2835.153532,438,34.53836346,4401.646266,1000,265.2953188,2161.255523,354,181.7989853,1989.629396,796
404,-423.3487483,5794.038498,157,144.6818884,4726.665627,741,72.98930463,6210.739072,1000,159.7286881,5141.182649,685,163.1337747,3282.781115,936
405,-246.9909948,5788.648458,155,287.1276552,4121.28772,246,-37.71140441,3846.708175,1000,221.3288745,1408.626193,247,-4.84504577,2458.93362,1000
406,-115.6095476,3214.536387,76,-66.3575948,7933.361864,1000,-109.2827914,1853.914497,1000,263.5690591,1049.989695,177,215.8807991,1041.290836,619
407,-176.2864429,5629.682392,152,177.920502,2547.715842,500,-22.20799939,3336.273685,1000,-67.49195001,8140.278711,1000,-46.01808098,2744.703923,1000
408,-286.8813306,2682.418895,85,-53.590974,9710.781019,1000,-26.94506063,5026.447326,1000,-36.27330061,7255.769603,1000,190.0741817,1303.370681,597
409,-187.5645302,4851.624722,122,-97.77212383,2984.269169,368,6.428955978,3872.447898,1000,204.9470381,4197.015156,404,17.83608931,5928.204694,1000
410,-144.1139295,2885.602484,100,215.9744413,2167.543002,405,-101.617202,3540.536948,1000,225.6945944,2785.49998,393,9.830266641,4235.58191,1000
411,-91.93048793,5553.546999,150,285.9842653,2057.056678,256,-90.32453299,2100.681438,288,-20.42900868,8123.799607,1000,-38.20989812,1861.329998,1000
412,-142.7993203,3851.005338,109,229.66897,2849.9347,338,-64.55208411,3035.981389,781,-20.0029123,8485.26252,1000,9.493887815,2010.838448,1000
413,-164.1588915,6067.568403,156,-45.06000375,705.073926,114,-20.506606,2983.123281,1000,-14.74523043,7246.58952,1000,-68.29285229,640.8640063,687
414,-144.0405681,3134.782559,99,205.97107,1366.030794,358,19.59369314,4207.962692,1000,-22.73047147,8322.494565,1000,-119.8104843,85.16027462,132
415,-74.97396675,2397.352737,75,-49.89713903,7394.316953,1000,-19.34639458,2603.586851,1000,253.5981172,836.1968291,189,171.5122427,4314.488966,978
416,-74.25749969,3009.597789,89,170.4634346,5146.649773,446,7.875548195,2012.148891,1000,1.434617855,6047.204066,1000,-82.30270004,4373.08804,1000
417,-102.2349563,2790.482821,83,119.2582927,5266.572446,705,-45.00271257,2655.169284,1000,-92.96181397,1804.252515,175,-58.28963638,3429.526772,1000
418,-61.63283753,4108.899094,135,132.8039808,4158.014368,793,245.8283491,2220.783429,540,255.0409944,1747.697018,250,209.5541569,1460.360992,490
419,-237.6520214,2988.82945,105,-38.25598404,1816.904588,142,188.4089005,1430.20031,586,-251.643565,2996.656327,407,146.9322541,1343.973411,646
420,-121.6948326,6725.018154,139,-56.07796543,561.7947419,163,-39.66969465,2157.698871,1000,-19.88417843,9216.916137,1000,-33.56870057,3805.130358,1000
421,-178.5150118,4693.499687,98,155.2972343,5799.050887,752,35.8622537,2734.604184,1000,241.462028,2358.388657,184,-40.83728735,3339.983561,1000
422,-122.6752325,9674.021827,188,214.0535394,6029.623936,581,27.74989361,3791.218105,1000,15.22033625,5963.792001,1000,5.452116217,1962.023224,1000
423,-121.8040269,4226.664969,103,-83.98471828,989.8810624,101,-69.0904701,4580.769506,1000,220.9588484,2875.228077,284,-28.27244544,2134.026952,1000
424,-272.8518925,5050.634379,113,-52.25853194,4710.450759,1000,-36.21898168,5515.503631,1000,-24.05247671,6030.478725,1000,246.9612555,893.2621397,374
425,-90.1233045,3960.736191,116,234.1827403,2907.089891,329,238.4897515,2140.687149,691,114.8671347,7182.461096,880,-7.219758381,4450.328941,1000
426,-260.2298614,7702.885546,176,-44.00334413,8512.404476,1000,-71.20656937,6006.396405,1000,195.1658554,2766.855491,339,157.8939924,2851.757628,892
427,-120.5976368,5317.886,99,114.1318912,8740.154138,908,-34.70942464,2508.791101,1000,29.8043795,416.9489287,156,142.6846228,3948.258081,937
428,-103.1961058,3792.371318,113,200.7553836,5299.428864,400,169.1388525,3371.086447,916,-388.7940816,200.5262972,63,273.9283072,2737.760921,328
429,-140.2750668,4121.373781,125,-103.6688972,1346.159294,122,-33.00317807,6286.889755,1000,243.3711556,859.8755242,210,200.3010759,1521.195498,496
430,-371.4880843,5760.371564,135,268.5720881,3927.163716,355,41.68284694,4300.149714,1000,197.2744654,5241.888591,462,0.02352756,3213.45526,1000
431,-70.56986284,5362.808599,140,245.419163,2994.813087,256,-48.06880304,2979.589862,1000,-3.598953974,7420.663596,1000,-139.0938011,3647.653628,417
432,-79.19831016,7734.086038,138,255.379946,3978.594097,319,-75.57997669,3213.974952,761,118.5798406,6672.819799,844,183.549257,2464.490901,810
433,-195.0970995,3258.284914,86,204.5960785,3716.392878,550,197.1686464,1237.394189,741,266.8738979,1431.83747,215,216.6574915,2063.858344,541
434,-69.06486077,3452.612808,120,184.9453921,5548.454823,533,207.9725788,3260.208356,623,267.3515532,1692.3116,243,-154.1524157,1593.612556,143
435,-96.12793516,6463.165421,137,197.2326482,6172.515361,487,-18.9673597,7367.108239,1000,9.586822987,9528.652835,1000,-31.64547445,9301.566803,1000
436,-72.85729592,4052.614575,85,140.0950977,5527.486643,811,-101.1163101,4470.702873,1000,264.842242,1326.282217,167,45.2668959,2455.294808,1000
437,-275.6194726,5090.260966,132,280.586395,2161.453981,230,40.72283663,5839.473699,1000,-270.9300633,823.8125772,88,187.4499958,1341.568413,610
438,-57.4214989,1799.933013,87,202.0981347,5292.876727,665,-201.6320569,1269.059911,163,248.0973643,3028.352957,228,-29.30277306,4858.184277,1000
439,-148.6749229,2633.03976,77,237.9463589,5532.344243,325,-92.97780218,1528.281049,259,242.351113,2360.111486,260,-110.9207051,188.9008626,152
440,-81.91590031,6061.945693,140,275.1239689,1969.169921,329,-194.4665078,525.6161415,124,119.2868392,5104.624924,551,179.8850797,2058.408411,652
441,-106.5376107,3649.700177,101,181.6930528,3304.728938,578,-43.77114238,2487.381503,1000,8.32908648,9991.336219,1000,191.5688743,4741.865843,741
442,-88.09444399,2863.267159,68,256.072874,2557.977746,206,220.5911269,1502.750059,529,-29.36202182,1004.95993,90,152.5388935,4406.354537,786
443,-264.2403079,3751.264645,135,174.0754859,5675.83784,632,-82.29931433,3607.128174,1000,-0.396505581,9357.453919,1000,128.4801622,3719.519113,939
444,-121.7760793,6124.678467,132,262.1044658,609.0281998,243,-177.0116192,207.9159173,148,89.40697496,8225.821975,837,191.4571563,1412.349578,472
445,-112.2895278,4240.5962,124,-43.98469343,8948.053501,1000,-59.79010182,2664.205249,740,264.7595428,2207.825184,255,243.8371588,2114.374738,553
446,-34.49834362,2613.676143,68,-38.88823152,1425.844404,170,-59.87570045,3581.084539,1000,194.2887161,3552.752599,361,176.1325924,5833.687741,958
447,-119.2175159,3706.039577,91,285.6708444,2842.9045,328,-70.95288107,3576.535041,1000,256.4020881,1813.920848,211,209.7157395,3157.892196,705
448,-188.4406975,5453.9595,153,-15.03470232,8920.172791,1000,-27.51852156,1927.839708,714,259.4277071,5115.254346,594,-24.91888574,2715.809462,275
449,-118.5508446,3106.372184,82,160.4001473,9707.99102,924,-69.17341859,2902.775184,1000,196.0240287,5567.644788,603,242.4258723,1822.661883,467
450,-197.201106,2938.941185,72,149.2391737,6889.684909,898,-65.63762586,3028.850344,767,141.554952,6011.575992,739,-58.60412537,3710.673891,667
451,-200.9554956,3414.814689,115,305.5523293,4202.871315,320,-40.6326286,3888.582307,1000,166.6621878,5443.617962,602,180.7888278,4458.545709,588
452,-399.90204,5403.69845,139,-150.7763833,4328.772528,719,-20.84984594,5587.312439,1000,163.9133875,6719.42572,595,216.8091475,2167.248574,479
453,-187.6690005,3900.081728,111,4.044403108,9937.226865,1000,-41.97324746,3759.72549,1000,251.081065,2920.266896,516,-276.971061,3091.179129,540
454,-54.3700818,1958.27373,77,231.4674362,3836.936973,592,-68.00092617,5320.700009,1000,276.642666,2514.007493,353,242.6290692,2843.054681,278
455,-165.4572032,12954.2017,151,-23.04081076,6841.074972,1000,-23.41422304,4446.424312,1000,133.9013288,9599.37421,883,206.3349634,4754.141337,487
456,-48.65821865,3686.311662,81,-63.08735761,1572.255842,232,-44.15438853,5196.28136,1000,132.8971952,8755.87961,911,-25.0073609,5978.093231,1000
457,-333.1874493,3824.801725,133,-47.61012269,6880.155246,1000,-49.84363592,2471.987829,1000,6.266491453,9206.712552,1000,210.9862375,4920.010499,765
458,-239.1881207,4164.300659,119,199.139787,7052.765604,516,-28.01778371,3974.486805,1000,262.4236004,3292.583809,257,143.575232,3007.311553,835
459,-184.1883256,3938.402689,141,191.5808017,3879.628655,533,-34.49186875,5479.772671,1000,73.44248743,8436.636753,919,160.7475378,2481.664289,590
460,-167.4929542,3573.480354,106,-47.4662951,5377.983495,1000,-53.04432742,4367.306373,1000,201.8227184,2045.736213,323,206.3487555,1162.192938,416
461,-214.5968133,5384.100156,103,151.9461935,7161.810359,718,-33.02079148,3979.612639,1000,259.1152093,1547.30823,285,8.451118913,8559.562957,1000
462,-270.3819604,2697.852448,117,-13.84190142,12378.70723,1000,163.7912861,4044.965155,989,250.2956903,1019.11521,203,203.9466813,1295.483676,393
463,-153.8961726,2847.323018,80,203.8957361,7867.98018,841,37.09313355,2082.056351,1000,227.3987738,2744.56879,410,-3.077070289,7193.018648,1000
464,-130.1310906,5993.265591,162,-90.80078252,2202.801444,186,8.088181819,2351.976628,1000,14.08323224,9489.185044,1000,161.21262,3360.049987,651
465,-171.1805846,4603.681739,109,167.0222565,6172.307138,807,-62.61164701,5098.943112,1000,235.2859467,2836.670209,355,-153.1446096,3434.458341,874
466,-133.993908,5052.304605,145,-69.85350319,9778.92575,1000,-98.48902741,4325.775792,1000,191.7297671,3471.741573,411,155.2190625,4299.334924,877
467,-63.95069355,2842.25646,91,-76.99667296,2265.792884,332,-5.943773483,5209.486256,1000,223.049728,3860.958111,408,12.09342023,3433.422518,1000
468,-25.71469066,3906.785841,91,240.4379959,6155.727058,619,-43.88502873,5482.664391,1000,147.7255898,4909.170599,664,-9.252733639,8941.151163,1000
469,-187.8980201,4166.165269,104,200.3466056,8027.667963,570,-4.761350282,4039.385818,1000,253.5697626,1577.084985,218,3.050328781,9951.177625,1000
470,-64.79489416,8047.644308,172,-111.2023483,7338.675947,562,236.3975915,974.4140359,638,-49.69709158,6643.374489,615,193.5414533,2815.428889,380
471,-181.206614,3992.666558,99,247.8345455,2525.066645,263,30.85421843,4754.123923,1000,229.9264699,2862.869514,251,29.78634651,3831.154023,1000
472,-162.8871788,3081.887157,87,-8.966015626,9706.445151,1000,207.6078901,2362.278998,556,146.9531765,5527.439303,708,163.7758384,5837.024997,944
473,-158.0120552,2240.30523,102,-136.9772948,5950.423995,328,-19.22904604,3678.530979,1000,264.3759069,1606.596236,203,258.8105069,2668.837558,402
474,-185.5560208,2120.54507,66,171.0024551,5099.275902,556,-27.88607393,2661.630982,1000,218.3376474,2403.586891,408,147.6150783,3641.852107,550
475,-134.9015497,4246.14322,127,225.5931071,6025.942976,474,225.6580006,1419.49955,641,8.571936084,9710.135344,1000,200.0948036,5545.375904,561
476,-100.2247146,3576.159342,121,243.0098564,3351.945072,501,-147.6996528,172.8752139,101,245.8312758,5043.446936,593,182.410279,3654.539897,814
477,-174.3373559,4931.341556,125,-46.46149927,6051.977956,1000,13.85590935,6290.797194,1000,251.0469204,2286.843077,174,242.5961816,3980.142535,623
478,-128.5626467,8006.612925,138,-1.711168391,10689.90571,1000,268.9129967,1722.950102,400,7.532930348,8714.092891,1000,177.9492976,2508.988033,610
479,-238.3902751,2718.499963,104,230.5188633,7630.937495,847,176.0642764,2522.695131,729,190.9385096,3039.454445,357,241.0942666,2187.896687,439
480,-61.25414053,3922.633924,94,233.4982994,6374.700806,418,147.5925418,5543.094636,975,193.2160753,3442.510535,427,252.4950738,3635.91502,478
481,-233.9407475,5308.983319,127,-13.6267385,9375.998484,1000,-111.9689589,107.6426438,78,222.035976,1992.011838,327,228.2153602,1858.652906,547
482,-162.5693871,3806.921762,99,162.5246995,4901.863564,553,-245.7035151,1112.994679,247,203.8604974,3730.130845,453,229.3231573,1629.029602,499
483,-99.07473084,5107.775363,103,-201.4274034,6237.626211,931,-23.18314795,2955.930332,1000,16.29236252,972.8088336,114,227.8010552,4023.438719,396
484,-97.14935182,2543.775825,90,136.9146193,4603.689863,629,225.2737235,3662.232137,429,-23.31657224,9257.386573,1000,181.9085507,4076.529866,639
485,-222.6003447,3891.458656,89,-16.67762362,6656.799217,1000,-96.57186693,1301.822687,198,280.4658786,3509.312544,270,141.8751873,6770.253303,744
486,-66.72431745,4232.409613,164,214.0776753,4439.583636,513,-33.80987426,3905.496674,1000,266.9284714,1197.792069,200,287.9950153,1982.475825,230
487,-63.25680671,2022.965288,79,-42.24376933,8137.335907,1000,-12.69415306,3012.74756,1000,-114.9285028,12364.49596,952,185.649827,4741.508852,711
488,-121.5614171,3162.769814,80,260.032073,2885.285734,281,193.6603984,1227.027396,455,182.1097526,5001.05516,659,190.4664951,6683.385145,713
489,-187.7488242,2539.415683,110,-42.97098258,10268.20294,1000,-154.8254631,218.1065482,127,205.4595462,2901.823378,399,185.5835583,3837.755098,514
490,8.700305337,2484.661744,75,241.2387188,3059.030469,309,245.7310866,1242.069434,428,162.3348935,6615.134853,698,193.1512979,4482.609776,760
491,-186.2929568,6120.091339,116,-95.4648609,2471.551141,254,227.1040783,2449.381291,495,244.658441,2041.806507,184,243.6293464,3259.033098,369
492,-154.9196883,2650.18114,80,-60.75241757,892.527573,141,155.6405881,5113.447735,813,190.4143284,4593.70337,562,162.1273496,9599.771307,983
493,-35.46338123,2891.66595,77,15.98079362,895.8840522,145,159.6233795,4871.997309,963,-18.33687261,9580.044475,1000,170.344708,8108.168667,725
494,-80.30471212,3666.520893,85,-36.04506236,11822.18157,1000,164.4266546,4270.73648,694,132.3141583,7370.415624,560,161.2966187,5879.877705,680
495,-119.4269639,5747.109177,128,-10.27426082,9015.043796,1000,-7.022810699,3829.200201,1000,265.8246727,1679.361764,179,247.6056136,3749.250153,328
496,-168.6967002,3810.973467,121,-46.20011063,6916.878695,1000,1.539063207,4904.42469,1000,251.1412675,1550.354241,201,244.7093999,3107.357605,268
497,-205.9765807,5021.396045,124,-49.36742395,8683.406051,1000,198.094227,332.743268,236,2.288163738,2054.533728,185,256.1411752,5322.045222,445
498,-69.54728943,1740.098435,90,-26.93564537,1495.143263,150,270.8912692,1663.573413,354,229.4697437,2842.829143,359,239.8957424,7677.541312,584
499,-194.9269668,3083.6269,105,264.5595174,2113.120073,300,-66.94185981,1813.421316,202,202.2931383,6844.454209,710,183.7734512,5530.284432,632
500,-316.7780119,2695.589618,85,-17.67088261,8389.191767,1000,-327.041246,1555.536217,183,246.8959138,3451.270082,273,145.2912171,9333.791079,866
501,-159.1371014,4521.130443,111,-32.4559424,8860.647678,1000,-31.71928568,3054.622816,1000,278.8521388,2387.351272,219,215.0093879,3753.644949,468
502,-115.5802344,2556.216002,87,-47.84064238,2102.872461,187,223.6503281,1571.461557,498,-9.575263863,9447.01785,1000,181.2564076,5809.364013,533
503,-93.83344685,1491.973187,99,265.112404,835.9625888,200,-10.78385175,3256.077067,1000,283.0318977,2410.452397,266,215.2935087,2802.506705,643
504,-129.7550347,2920.561378,85,216.3591301,2981.936146,332,277.5000812,4608.647924,348,251.5023841,2315.097273,229,204.7125492,4861.426285,680
505,-170.5862417,3142.045839,95,218.2399473,3760.386154,485,199.3049932,3019.635333,837,274.1677211,4799.151886,257,193.4157745,3037.195151,337
506,-303.4444111,2387.445493,88,256.9173276,2287.549424,272,-147.2018265,333.1951832,136,263.9209542,1342.816882,177,186.3655915,2351.33768,555
507,-161.6257054,5219.671542,123,254.4924248,1979.123067,313,21.73181998,4032.986079,1000,250.8499034,2853.733272,205,191.0949349,6050.529823,741
508,-73.02435875,4191.247256,98,-5.306156335,10798.36891,1000,126.9651206,6147.33758,891,271.6323044,3776.559888,376,188.3995745,7492.706022,648
509,-200.8859609,5572.881289,167,218.7081256,2178.203491,275,168.8605083,7819.358081,939,246.1168822,3682.385539,431,259.8896131,1896.086605,313
510,-145.5066278,5491.332715,142,203.2220037,2614.84012,273,227.2504799,1757.421389,487,160.9218329,7229.828419,521,231.8007327,5443.543711,460
511,-23.92472338,2323.944894,77,190.6899042,5492.581968,528,-42.77427508,5688.234273,1000,279.3426434,1398.598517,158,188.6500602,7429.628901,863
512,-1.899452185,3043.253057,103,242.4863877,3584.004921,303,-24.88106661,246.9051321,94,246.7839669,2537.666599,441,251.1665469,3036.421901,301
513,-202.6231596,6854.963162,105,242.9235747,3898.603588,560,-87.52385125,122.5758605,69,-24.86384183,7593.147872,1000,231.7712035,4307.486862,624
514,-137.5083872,2813.963936,113,-62.51836286,1249.639062,186,-108.392956,799.6939998,87,246.268349,1376.562742,202,296.492654,4015.959604,385
515,-149.8246462,5474.482424,122,-75.38232219,702.7568783,149,-96.10793069,429.6091068,67,230.6896621,2796.349002,357,164.7421156,2221.957641,424
516,-67.81532908,1389.572043,76,-42.90455056,9628.416053,1000,201.7316694,5717.707882,798,253.6657662,1332.889746,201,188.5241889,7784.092501,810
517,-363.4952578,5506.132717,138,-47.24930229,1466.682574,209,16.43367886,3269.105026,1000,199.7989101,7012.918654,583,193.0855918,4229.935322,531
518,-155.6411091,4862.993719,113,-24.80205362,13784.53438,1000,106.7184981,5790.96814,980,261.8579963,1461.427947,177,35.67610448,10906.08767,1000
519,-100.2370732,5438.904711,149,154.0438796,8985.223108,731,-36.50476142,7353.613124,1000,129.544598,10255.15646,984,170.3387207,5615.534438,504
520,-134.4049614,3249.149292,95,278.7232969,2431.824011,250,-5.731831949,7136.492356,1000,21.70996413,14081.8758,1000,217.2603446,5332.154802,664
521,-156.4550604,7633.200147,149,-69.67137556,11249.11357,1000,-73.03083187,906.4946138,132,279.5635791,4135.390242,208,286.9094375,2827.51652,464
522,-223.6400236,6928.080918,121,-40.52136238,6727.273394,1000,-1.485018499,4211.797154,1000,273.0220178,1929.207415,186,270.9632436,2279.178775,282
523,10.23627764,6166.553692,138,266.8576137,3758.516972,259,-43.78600347,6861.686178,1000,210.0143999,2120.343696,312,4.182868235,7417.171845,1000
524,-118.8215388,8684.22812,181,218.5617809,1439.13131,272,189.1163558,2108.752021,391,216.6101759,6849.008326,571,134.5168936,12418.50439,969
525,-31.91638339,2969.115345,83,249.9000965,3493.525564,358,32.79402025,3411.377865,1000,250.7955086,2775.57208,216,214.294358,4528.317389,385
526,-77.18060799,4053.698753,73,242.8328861,1749.623251,231,-16.41568488,3917.919066,1000,143.1824379,8371.870473,819,164.6688238,10199.92088,889
527,-183.8269501,4684.860025,84,218.8571767,2595.717973,269,-25.59276826,4620.929857,1000,272.1727457,3462.23726,237,223.3376325,3689.849575,265
528,-232.3141491,3422.266015,72,134.7821574,10588.3296,711,16.57646167,3983.488672,1000,136.9012723,8505.706052,663,224.0418586,4962.457745,387
529,-166.5370477,5208.288877,121,-20.19848082,1067.955878,117,25.93232476,4647.316375,1000,-25.5706878,1907.361446,193,122.3199006,10385.45546,912
530,-91.34123105,5445.498194,112,280.4110891,3973.519444,255,-57.86571147,780.735311,220,255.7116911,3108.612539,301,208.3846972,4513.990306,378
531,-188.6429609,4491.165062,113,271.5096361,2976.295101,300,191.6121816,3440.109516,643,277.9156726,1302.524882,187,130.5213252,7397.54933,558
532,-225.7746684,4184.418532,143,250.9761989,2449.789541,313,36.73500299,5460.36025,1000,251.5049401,3018.638356,242,288.0215061,3670.206699,306
533,-243.8879345,4747.344958,102,-12.05966682,2184.518542,195,140.9157381,3469.627731,608,271.0335432,3271.569105,256,173.9590022,10336.9952,754
534,-6.01946429,3096.010035,117,202.9597233,4690.048436,418,-2.467811951,4130.771699,1000,120.0244875,9704.216794,1000,279.6552307,2436.503531,283
535,-92.21362772,7178.024834,184,156.781482,3816.282568,430,-41.49996947,5850.305505,1000,248.8739323,1031.893115,162,258.6237772,2997.943194,278
536,-242.53961,4815.952929,94,247.5310602,3909.496349,300,-53.20027936,3574.997324,1000,256.0027171,2227.488853,249,-24.40349312,1382.169392,142
