episode,1000_step_score,1000_step_loss,1000_step_length,500_step_score,500_step_loss,500_step_length,250_step_score,250_step_loss,250_step_length
601,262.4667288,5001.726135,329,75.9127084,571.8453027,500,-55.67703326,881.5349013,250
602,300.8458448,3601.991189,237,45.91428275,449.5993418,500,-41.12798022,1767.60914,250
603,238.071329,3947.142056,423,70.8247256,549.3459146,500,-94.12337991,540.8244376,234
604,289.6674004,3732.433022,203,63.69513391,303.6137642,500,-89.663124,476.2886353,157
605,239.5745029,5421.819461,304,54.44696272,290.4783335,500,28.0541638,507.9860697,250
606,262.6980235,4151.659463,338,57.64437526,262.48577,500,-4.911666571,1732.016563,250
607,283.0180927,2390.205447,206,62.11603497,296.3926401,500,-79.83706619,612.5135584,165
608,258.1834217,6699.055552,422,30.80856155,455.8932302,500,0.411022681,483.4754095,250
609,218.8238789,9195.553923,424,64.99574709,506.374595,500,1.659475751,896.5567245,250
610,212.3345473,2996.593858,267,49.08843544,264.235727,500,112.2931061,1580.468359,250
611,24.82204989,2785.945682,189,28.25857496,476.4909931,500,39.20461062,659.1701108,250
612,239.1441395,7363.732893,428,69.43921159,339.038208,500,17.80295802,480.0984813,250
613,262.8650428,2509.569478,350,35.82630519,312.0456421,500,-114.4758703,399.2369092,214
614,253.4901629,4384.732087,273,51.93192635,416.8782794,500,-135.534994,1365.941648,185
615,292.1984175,4557.908385,216,63.91738944,289.0184447,500,-8.355594144,902.1413674,250
616,250.01124,5433.276682,326,61.58548466,383.9985108,500,-1.92458707,472.6280365,250
617,273.077691,3066.576961,234,60.85131909,304.9944562,500,-12.21272935,1435.331218,250
618,238.0488485,4066.6895,262,65.55803293,273.163487,500,6.685799351,536.943943,250
619,281.2288789,4398.120424,369,31.76073058,265.078075,500,16.07280888,1188.499774,250
620,238.0139718,4568.594611,341,82.6870186,266.8708405,500,39.77052892,1168.891042,250
621,243.3420743,1137.459608,229,44.70491127,722.6978954,500,20.00044535,1497.371082,250
622,269.7431839,3841.468591,334,75.63025666,359.8751662,500,-12.1502984,927.859978,250
623,254.3409016,3699.647652,287,77.6275898,458.1928512,500,40.5857755,1202.293324,250
624,267.3294195,5657.725984,447,41.56061165,411.4609903,500,39.86417827,750.0702147,250
625,155.3130424,7438.861359,439,20.77772721,340.8747879,500,-5.337669729,1038.20927,250
626,208.4735843,5033.518828,275,16.16771488,288.8207812,500,-32.70415538,1378.471919,250
627,218.7006965,4470.680269,292,57.17802534,293.7528484,500,7.532426652,656.8642566,250
628,230.5228366,3401.957757,295,40.81285658,249.2028296,500,-41.06315111,794.9032526,250
629,217.795967,6778.143061,479,64.93153633,247.557073,500,29.60150053,665.239629,250
630,224.6245724,6579.055967,254,74.4705129,248.8680243,500,-5.402241922,553.1727569,250
631,227.7457251,3620.863165,259,48.16091386,250.2533289,500,-21.35677925,921.6678636,250
632,-17.40414744,4857.4071,359,87.41640831,381.0854677,500,-15.18625909,646.1324701,250
633,241.6879361,5142.743145,349,80.42445118,309.7710438,500,-10.44089724,1440.141381,250
634,212.5081741,7445.10452,352,59.41630418,292.8395374,500,-2.347656449,468.2647543,250
635,280.2044943,3452.69302,223,69.25439017,235.7463445,500,-36.04238347,1090.827972,250
636,232.5967393,3567.697535,227,65.48123604,334.815707,500,-29.96713945,528.9619634,250
637,270.627236,5234.905648,378,20.9139691,342.9863674,500,-1.68485562,1425.594964,250
638,257.8730436,3952.702977,239,9.919198173,317.4914551,500,65.7120699,1166.088642,250
639,252.1013378,3343.896295,289,71.97672,275.5117401,500,33.85220646,930.5122099,250
640,157.9442774,9804.362956,589,23.5495077,294.33338,500,-31.43181707,487.2475042,250
641,282.1779105,6131.614888,265,60.61318288,335.3238437,500,68.78640803,1216.491584,250
642,267.8480581,4656.827084,284,94.69858092,278.8185382,500,-10.26438984,1020.421922,250
643,-15.88600223,3523.307399,196,45.28610475,286.7464776,500,-16.2882179,548.8878527,250
644,257.7065428,3206.271166,233,75.79220485,370.2069339,500,40.33354121,888.2859168,250
645,-48.57541061,3897.748223,140,72.70180021,253.8852515,500,20.90449837,524.096801,250
646,18.73544475,2684.217618,102,66.18920414,240.2917236,500,-21.30415324,414.1408067,250
647,269.1808913,3264.682801,238,30.44573178,621.8749381,500,-35.87228134,445.8177242,250
648,223.1202565,9911.539425,847,33.61979239,456.3476717,500,74.10006215,430.6067252,250
649,290.3153375,3058.522492,269,36.88727487,390.4585413,500,-17.92907687,570.7371409,250
650,285.5346929,6695.677324,334,83.31826164,258.0360101,500,-21.9948693,1227.095757,250
651,259.5935769,4849.923315,233,15.65267611,66.54171938,158,-9.141510031,645.8267021,250
652,265.6474223,2701.665538,217,101.8042281,239.3268183,500,-54.20419367,457.8489156,250
653,257.5107377,3752.527151,246,50.97563773,233.0198073,500,50.95025099,1623.56377,250
654,297.0582929,2958.951849,185,62.93267059,591.1579747,500,9.099606661,904.6848857,250
655,258.1173284,5963.05142,418,74.58910951,323.2847534,500,-23.83341929,1306.539397,250
656,284.5661427,3398.11874,231,73.04998576,316.8972937,500,-32.15127032,952.1233721,250
657,254.8106587,3749.396998,206,81.12634921,309.762153,500,-17.98235167,158.7234173,91
658,212.7613053,6452.576672,288,50.13754618,419.5202596,500,-3.672631543,1158.04238,250
659,206.5917884,3495.903134,286,28.61567254,430.2851125,500,56.60553848,967.2130322,250
660,170.8912365,14682.53641,814,76.28153191,328.0343392,500,21.98084786,829.5042603,250
661,231.1435791,5312.30103,320,49.51082961,211.4810982,500,90.40859538,463.6903937,250
662,273.7380183,5519.190185,257,52.99998318,285.814128,500,-26.65351191,1444.892714,250
663,258.9498439,6001.201187,255,74.52349428,296.4957209,500,70.7052782,2585.5608,250
664,244.8078522,5998.983759,357,21.97023837,273.2285496,500,-39.88533046,222.5496179,100
665,247.9396162,5378.320924,269,41.25462714,253.1662297,500,128.6137858,445.9999708,250
666,277.2976024,4001.803414,251,89.94855266,279.3546979,500,-6.861679708,565.6737775,250
667,298.5215804,4973.487136,272,54.62066848,694.8428392,500,-27.05230974,1453.316124,250
668,26.33721833,4414.00289,312,102.2352261,312.4976678,500,133.9788109,1345.724293,250
669,254.2552601,2920.804559,235,46.54512948,390.3898188,500,29.26917342,1089.48055,250
670,214.5740417,4103.154513,218,112.5148577,286.7831779,500,68.12699284,1232.276839,250
671,314.5924866,2388.555402,227,30.39495448,470.3230109,500,-18.1816186,439.5827874,250
672,269.5451665,3464.428069,247,74.96260897,715.921953,500,47.05600345,574.3527244,250
673,259.2561672,4796.692163,348,56.06517584,594.7255726,500,-34.34870801,436.4362661,250
674,249.5820617,3465.343254,234,63.59325466,351.9673986,500,122.7841602,1311.015666,250
675,272.1616546,6683.52184,345,45.10244015,252.4787521,500,60.51255508,589.4655163,250
676,268.1825397,3581.000261,223,89.43170824,394.247602,500,-35.09735384,524.8680892,250
677,218.7391481,11117.46015,473,92.46232419,377.5659461,500,46.2273705,539.8620905,250
678,229.0669105,2488.508168,199,70.57614555,586.9952382,500,48.80822398,2173.331445,250
679,273.5638452,3763.731657,318,86.4569767,328.6529568,500,45.43010269,527.5590611,80
680,176.4460532,3867.338144,331,117.5330753,494.3699209,500,-69.54165537,449.7809997,202
681,230.8446789,5098.835982,291,76.29770198,299.4602429,500,27.07265076,1007.492241,250
682,263.8148827,4539.567549,304,9.163285013,549.4090408,500,5.670299956,661.6165105,250
683,200.5568787,3767.901829,335,8.946823522,432.8199944,500,47.88529489,1832.274694,250
684,262.8790483,5781.892005,311,40.27222125,292.6831883,500,228.837991,1079.818847,194
685,280.6386604,3098.502649,250,80.81644681,348.3539488,500,-4.999005295,1009.080153,250
686,174.2078003,9161.24792,472,46.75142442,294.5113834,500,67.42571277,624.6481595,250
687,268.3831668,4798.384904,204,81.32130338,317.5409046,500,50.32007278,1870.124169,250
688,248.0559387,3054.848117,235,82.49269876,312.0806383,500,-8.038908801,1281.437691,250
689,198.171701,3945.07862,223,19.16966744,248.6123044,500,33.02286374,1324.273866,250
690,237.7946464,4426.071354,259,62.27987777,432.7944096,500,-22.80560708,891.5937825,250
691,233.7354243,4763.669982,202,8.998717094,103.4772092,125,-13.40151902,729.7893136,250
692,220.2039489,5956.259964,391,66.7592247,338.0893078,500,101.0953336,978.6490471,250
693,269.6800025,3041.952905,258,76.44807981,232.6557594,500,-39.85166875,615.4840074,250
694,317.8883887,3189.690796,243,39.03324341,268.8180868,500,-8.044722533,494.8905361,250
695,262.0646193,4950.026238,295,58.70963009,296.6251155,500,-10.88289807,4532.145095,250
696,283.7691095,6311.990922,268,72.44641439,286.0319869,500,20.38101899,915.2294697,250
697,252.5671203,7506.398786,357,91.10230776,298.3367096,500,73.19463804,1058.366539,250
698,277.3936212,6261.537793,258,64.32776082,313.9483011,500,-44.28531809,1162.747338,250
699,242.1568625,17057.3673,882,47.00213417,289.8897724,500,53.31612812,1306.06887,250
700,251.6202794,4423.691683,322,49.55473065,887.382805,500,90.36664336,761.7944312,250
701,233.7235141,2468.657809,253,43.04952961,264.5625759,500,27.66408117,552.7860701,250
702,254.0799214,12534.74544,584,57.81683398,258.0726178,500,44.45508064,626.3273005,250
703,282.6895223,2150.37563,224,64.25137112,320.5237814,500,10.99328653,413.7583103,250
704,239.3988379,4236.718055,235,81.80591531,254.9796779,500,32.95584424,497.404047,250
705,264.5903179,4532.399656,225,67.40367046,656.9534708,500,33.69684726,1662.126137,250
706,280.1418894,5335.948278,325,49.36531277,393.7939901,500,53.99043263,1773.598096,250
707,163.1235951,6324.024001,423,62.47653068,234.0145211,500,-17.82833163,1296.705225,250
708,274.637773,3110.887147,251,55.59345713,319.4404606,500,45.34749812,970.3429257,250
709,3.118718808,2547.669706,211,86.75311983,261.2831353,500,-13.65177836,587.1688681,250
710,216.0074655,4871.645321,319,56.81406821,314.505429,500,36.95555368,427.6791708,250
711,257.3215595,2206.068422,210,54.51243984,223.7238852,500,0.28621511,450.7398322,250
712,206.686676,4758.552064,311,57.77592944,542.4755092,500,-27.6489859,656.3981597,250
713,250.9168776,3671.506393,298,42.26857911,343.0355742,500,9.102192744,1639.936045,250
714,269.6382365,3751.642093,214,80.71669335,265.8979492,500,61.61392746,1947.828038,250
715,272.1934379,3823.807219,230,95.14133364,347.7260826,500,9.737765488,835.6538172,250
716,258.7653261,5324.313337,312,44.59231238,309.6386402,500,95.51484096,1172.64307,250
717,240.4075996,11235.25928,645,47.478019,249.579236,500,48.03950303,1140.507193,250
718,228.336704,4605.156268,253,56.33821277,365.5642439,500,-24.70939655,1325.475239,250
719,276.6836574,4043.461593,220,76.8021204,261.1291416,500,33.50897342,542.5500686,250
720,219.4640543,6325.462386,379,96.86064357,268.9420672,500,5.172679714,759.4237964,250
721,241.6368952,4081.502498,267,66.39549225,241.3229642,500,65.63789593,718.1476318,250
722,-0.79504995,2176.319298,224,38.45978278,267.8983052,500,-62.45182469,935.7841882,163
723,240.894944,3822.073444,250,45.27185165,294.8544667,500,1.451747438,419.4303715,250
724,196.0047727,5032.644577,372,48.02415255,356.6115224,500,-1.667396734,1060.423543,250
725,268.979387,4404.642068,246,40.36295688,334.9909055,500,-32.42521539,661.8579845,250
726,216.6112112,4437.570092,270,94.3240656,707.8160081,500,19.4959039,1605.259951,250
727,230.6894904,3791.121161,303,105.4224379,345.9870194,500,10.66456154,899.5006478,250
728,261.5874187,3977.520324,224,76.23918797,354.5894749,500,2.057341801,1215.601506,250
729,300.9708996,5523.690969,215,68.11479055,313.071068,500,4.054330562,437.0706283,250
730,222.3497881,3483.560101,240,62.27866469,362.4073051,500,-23.21694057,400.819,250
731,238.471922,7150.754314,371,69.60002712,300.629039,500,93.67840864,1287.88491,250
732,210.2008532,5918.542495,345,80.10894237,286.2357602,500,51.97325156,428.5731916,250
733,262.2529127,5313.299944,373,48.93306254,248.8397985,500,38.95885303,1148.231358,250
734,247.0650881,6107.293028,391,70.92159642,309.5603433,500,65.08793942,1853.279334,250
735,294.3881477,3732.005254,222,57.34618945,240.7311242,500,87.04167648,885.1000423,250
736,222.8300253,4484.797173,270,87.41070974,502.3930703,500,6.100796126,435.7298608,250
737,267.0290183,3880.78736,249,91.16277905,343.741648,500,-8.216806952,1389.54849,250
738,207.8161306,3151.543288,240,299.5693461,167.4427633,219,55.16717467,1086.65152,250
739,195.0743787,12493.81286,532,80.15203109,330.835201,500,26.96924115,678.1018662,250
740,244.2714731,4116.298508,257,39.00062914,877.8571492,500,69.53613164,1045.165846,250
741,217.064931,9896.55801,544,61.30771647,313.3830466,500,-10.12778578,763.7235296,250
742,221.7771354,18752.13824,987,87.18417064,833.6097531,500,-24.88542735,703.4159133,250
743,275.0360272,5075.64988,296,69.49956783,329.5721548,500,-73.92547563,425.5607283,197
744,299.8677913,4351.533818,222,71.57197886,313.0751145,500,78.23554766,880.0085444,250
745,230.9371109,3412.505066,283,82.46006269,236.8919917,500,66.84884417,1593.766253,250
746,230.9261253,5697.499137,246,55.85500445,250.2943839,500,65.13818454,1093.084389,250
747,269.9538615,6261.194563,275,72.35404119,247.3536316,500,55.86121952,1742.068504,250
748,289.4312322,3196.471231,236,76.40736696,231.3676911,500,-21.74124122,167.1827972,61
749,236.5183525,5332.868903,285,84.1364347,297.8926226,500,99.6233221,345.0184889,250
750,48.67785311,3840.058345,158,104.6514307,283.2302042,500,-14.35100598,685.4402595,250
751,247.5596754,3751.781507,253,78.40860776,271.3838665,500,-17.17236479,657.1572127,250
752,291.7921669,5097.550696,229,58.55404943,918.5779166,500,57.13003716,733.6162167,250
753,226.8520361,8583.651328,405,-15.90463704,53.50499067,112,-26.59148995,418.72932,250
754,245.0257758,5765.028198,251,49.39042439,253.853108,500,-15.84781743,560.1494007,250
755,225.013188,4227.447461,210,255.0555366,182.3110828,405,12.56743237,1170.21799,250
756,241.1398784,4993.332863,246,92.62744955,781.085079,500,-47.29637936,836.3859909,111
757,258.2350634,6315.001975,361,91.14447887,328.8554879,500,-39.06294652,943.9685768,250
758,280.7852564,4688.131743,272,64.44449879,836.3259255,500,22.05022453,935.7433798,250
759,283.4081832,4935.880299,295,-16.53686606,281.1236513,120,134.6964321,809.4142767,250
760,258.7331738,6126.711001,534,46.43162823,432.7596758,500,-2.274503293,393.2103816,250
761,229.6349691,4142.302112,351,23.46030959,365.5950727,500,-1.461463786,401.1332151,250
762,285.1393642,4756.123391,247,72.9821787,271.0513654,500,59.69122146,640.1645372,250
763,303.9858826,2700.379565,214,38.71141635,874.4454097,500,60.88204749,1513.49086,250
764,294.1928418,5640.479808,225,-375.3152714,56.57005602,106,-13.42806776,1734.808349,250
765,220.4023467,3427.290716,229,13.02923566,79.2018556,105,-19.6491842,470.6864891,250
766,245.1336069,6991.767045,394,53.59916953,556.2452717,500,30.48903798,1215.066817,250
767,-8.556589225,5012.571987,229,96.66924462,689.4244406,500,48.36356138,933.0985885,250
768,212.7817894,3756.327637,308,61.39118244,408.4041182,500,-18.90170477,1194.960669,250
769,285.4266357,2491.663187,203,57.86781265,271.3875963,500,-3.448717054,438.4842324,250
770,294.3125443,3931.832758,219,37.66097953,1044.032572,500,18.11629186,393.137123,250
771,238.7842524,4270.002104,232,46.80192573,155.9263434,86,25.6809001,702.3823544,250
772,246.3919582,6553.189739,262,49.60865695,892.1456786,500,35.29555155,876.3085488,250
773,279.9206861,6130.815961,268,89.64014409,1317.342118,500,5.605308123,978.2625344,250
774,274.5342855,3378.070738,226,83.58764822,416.9836088,500,47.77855218,1538.917133,250
775,292.7259885,5106.122828,246,97.03839897,728.8941716,500,33.00312616,439.4945446,250
776,265.3986551,5709.635659,269,-36.09845696,231.103848,283,24.75351826,1409.333171,250
777,287.4598128,3482.717652,207,61.93284527,396.8620417,500,-8.331285009,664.6010095,250
778,242.5236967,4165.70644,303,87.78647669,391.5538756,500,-13.14778587,753.6058174,250
779,251.0215854,7296.237779,247,107.6081762,896.7651712,500,66.17425227,1631.047537,250
780,-8.463630385,2711.894896,237,52.23830873,353.6899635,500,52.63291657,1168.240111,250
781,233.8072516,2507.441555,236,77.60125177,324.3410607,500,-12.05914917,1350.997715,250
782,263.1216701,4850.915683,231,88.55645449,273.027346,500,74.9687458,1043.836205,250
783,279.9451899,5132.519367,248,51.18304999,349.5071895,500,5.567164306,569.7618548,250
784,282.2825846,3894.712778,192,-11.9774067,262.4539351,153,84.51406838,739.9886612,250
785,234.5705527,2865.080203,230,41.51298854,339.438154,500,-20.39018321,709.3134938,250
786,290.7063591,2066.354174,234,204.6601403,744.3678803,498,117.9211376,657.1991308,250
787,233.7612636,2548.501016,199,-22.24239315,703.1725469,230,-72.96015254,127.4200354,90
788,299.6072575,5643.392534,257,62.44003024,1044.17439,500,30.94108648,984.4186419,250
789,291.2774215,4806.93648,226,78.3442591,423.7414123,500,12.52017168,1767.62852,250
790,262.7206819,4040.608334,228,69.17482983,420.2806087,500,39.25889531,977.6566949,250
791,206.9226011,4937.033065,304,74.6481488,455.3113106,500,-21.11984121,394.6237373,250
792,283.6537787,4915.211843,244,75.63363718,344.4354177,500,81.30804694,454.5452042,250
793,243.1942231,12905.38754,636,43.66670248,1363.36366,500,91.5438497,605.3998113,250
794,307.1759462,5668.13254,224,40.71377976,360.1437019,500,10.21782909,1014.106969,250
795,297.2051429,3995.377723,228,35.79035457,301.5702563,500,-9.394477411,458.7361333,250
796,244.2410723,3994.962765,306,-57.4717384,367.4531662,229,59.3626282,709.7134974,250
797,294.4772892,3751.564095,248,63.84703607,499.69766,500,23.60695345,531.0112576,250
798,287.8833879,5693.124184,264,60.57454447,808.0716777,500,14.51647728,770.3353829,250
799,247.4289986,3606.580358,220,47.43433641,851.5723221,500,76.21771809,438.6956905,250
