,Scores,Loss,Episode length
0,-185.3034322658562,185.6250820159912,124
1,-151.51639883821122,5224.066425323486,99
2,-183.8829376623695,10447.047965049744,111
3,-309.0417547173029,8129.015968322754,73
4,-4.96967022731323,6622.445679664612,87
5,-123.31375122904296,9996.519309043884,95
6,-7.832798833095481,12631.971815109253,125
7,-683.606898870285,14559.241733551025,169
8,-76.97342450733336,13915.18950176239,137
9,-63.869653869291724,8803.567041397095,107
10,-162.6225505957228,19344.87458229065,252
11,-189.64368518752718,9518.836716651917,184
12,-272.14441710645895,7706.68231010437,146
13,-74.94706883968782,11145.17300605774,189
14,-81.49332892163625,5479.807783126831,103
15,-24.74820543852954,9325.516230583191,133
16,-99.93142714230706,8609.390447616577,95
17,-229.4406222372083,8338.632044792175,114
18,-110.68665211386114,16944.327390670776,367
19,-132.93304002245188,13720.007382392883,271
20,-299.2545494361061,20317.327744483948,427
21,-77.15517347499703,16807.12932419777,394
22,-188.46649452506517,7364.35760807991,150
23,-279.967436790605,4306.384438037872,105
24,-210.71287867134203,16390.35248184204,406
25,-126.60949245317872,14665.778723716736,358
26,-479.9140081640565,7173.015465259552,222
27,-568.0160123592108,8227.656732559204,203
28,-150.42461175540893,6325.810636520386,166
29,-326.18076671464553,4800.615301132202,114
30,-462.1876016688391,5078.054856777191,148
31,-415.2417413970918,5745.063504695892,133
32,-339.31742622178876,5259.873145580292,101
33,-353.0642605504788,4585.6824016571045,117
34,-53.73289383506287,5944.6927700042725,157
35,-583.2073681808729,4666.07347536087,144
36,-563.9687960160068,5848.073755264282,160
37,-757.6587538981125,6322.921643257141,138
38,-269.6322167266571,8015.297346115112,177
39,-238.86329581425468,5185.099633216858,186
40,-130.29281308157266,6362.170049667358,131
41,-165.57486978797323,9635.101505279541,225
42,-206.10525818834896,6671.153767108917,229
43,-599.4092626408444,13631.414465427399,330
44,-531.2880549304012,4576.448849916458,152
45,0.30740520259247717,6993.059868097305,184
46,-195.85743739341575,9740.316175937653,247
47,-416.5003601006248,11652.459755897522,250
48,-373.40057875099023,6816.193361282349,193
49,-325.5489920850763,4935.125034332275,120
50,-229.42086205177276,8267.35078907013,211
51,-120.25950740961979,9341.257654190063,276
52,-528.274809605731,4165.388075828552,122
53,-121.05003157839171,3983.2160358428955,120
54,-73.7285883351984,5165.150766372681,167
55,-262.78393636944384,7242.877347946167,251
56,-14.40691768067343,11711.185295581818,301
57,-300.10570585816856,4642.855597019196,190
58,-276.37387304163894,5321.706724643707,136
59,-466.25646481271326,5763.1444392204285,153
60,-500.61413544494076,6066.7239599227905,176
61,-422.1194948688958,7561.643237113953,239
62,-284.64936113900853,5706.675934791565,166
63,6.605114711821614,6579.69387960434,210
64,-261.5522906617124,12803.864908218384,382
65,-452.3802305763138,9764.014993190765,316
66,-321.33661835453415,4867.9627594947815,162
67,-407.9284048070669,9011.21592617035,307
68,-338.26706120082645,5460.445331096649,243
69,-255.67941526010756,7017.502291202545,246
70,-468.6241481799469,9393.94154548645,380
71,-321.9575029952099,5687.237243652344,247
72,-341.14262806052517,4616.872840881348,154
73,-56.81150259622973,7002.48814535141,318
74,-158.50640632684932,10299.601654529572,399
75,-48.771312367409266,10046.776847362518,403
76,-145.7982200165947,5688.776633739471,241
77,-324.14785941308907,5311.2118010520935,260
78,-92.52002642410832,3833.1913752555847,159
79,-261.50544392057446,6861.499834537506,327
80,-245.78737488037228,6432.108184337616,288
81,100.04678962254964,11984.41267490387,500
82,-72.22138652474881,7287.3590297698975,318
83,-251.02130083365446,7159.532538175583,290
84,77.63908707556618,11752.520455121994,500
85,-32.200168825944125,11123.476260185242,500
86,-192.70768562332285,6535.93981552124,375
87,-110.1962159811058,7533.452090740204,353
88,-246.50195482067198,3056.8822650909424,156
89,-8.317948781201324,6416.619679927826,344
90,6.517640203110204,4871.950192451477,302
91,-69.38523540906556,7249.532549381256,396
92,-287.62703753732853,5914.305978775024,269
93,-159.32414405560252,3181.364912509918,194
94,-70.26305690798645,8837.297832489014,500
95,-73.96181873688971,8226.787115097046,500
96,-25.094918004396497,7280.676673412323,500
97,-192.06270605572337,5713.487545967102,396
98,-237.19235512651005,4449.311990261078,363
99,-13.142732519709583,4036.1477270126343,301
100,-72.868328630219,7205.125033855438,500
101,-105.34696823710027,4615.766030788422,266
102,-100.66647093773055,3409.6446805000305,328
103,-118.77826189936314,3133.7455081939697,351
104,-299.6718732205376,6734.900796413422,443
105,-80.36519016417569,6321.889285087585,407
106,-71.87078789932332,6127.6478452682495,448
107,-32.703979557107616,6735.566320896149,500
108,-82.57098407134374,5018.418146133423,500
109,-235.38897343571819,4295.585349082947,356
110,-42.91814780168363,6381.2109375,500
111,-94.82045035859146,5779.078864097595,500
112,-363.02508228255016,4011.4545583724976,273
113,-111.3344759133864,4783.754752159119,500
114,-25.437316939412245,7141.394145488739,500
115,-57.56274574000808,6122.266699790955,500
116,-484.1050712525963,4352.507507801056,399
117,-177.1279882295617,2759.72118473053,238
118,-272.74085586793285,4300.160571575165,229
119,-62.47801574506805,7294.332342624664,500
120,-31.959215716600067,4272.576745510101,500
121,-28.39306201271495,5649.414000988007,500
122,-45.07882318096761,5970.024364948273,500
123,-54.838797412045096,4700.1638770103455,469
124,17.294900681483313,4713.445430755615,500
125,-82.63523511914474,6193.491529464722,500
126,-22.473123013127527,3550.3596127033234,500
127,-15.800756043949763,5565.005201339722,500
128,-16.930823195919462,6998.609042406082,500
129,-28.340421092176392,5079.889027118683,500
130,-57.36719219967272,4823.011805534363,500
131,-33.1910098583901,3800.4841351509094,500
132,-0.908917126279752,4853.029836654663,500
133,-32.61001390750759,5063.367025852203,500
134,-20.591892728420216,4928.0648646354675,500
135,-47.506994634447636,3213.9328632354736,500
136,-55.60450748349434,4264.554410457611,500
137,5.518856437668429,6118.657490491867,500
138,7.9184700507601224,5033.337571382523,500
139,-15.855606339151652,5675.763691902161,500
140,-35.846471672404725,5031.105298042297,500
141,-12.867137143594343,3943.3078817129135,500
142,-60.983407647027356,4157.397629857063,500
143,-28.479858256041258,4820.8869754076,500
144,-31.178011184626204,6842.2792056798935,500
145,-38.137656554987664,3841.2752962112427,500
146,-30.983875509449184,6998.683249235153,500
147,-40.670259927034486,4177.40399479866,500
148,-66.76354114591786,4265.179569721222,500
149,2.9521257649962647,2658.11190199852,500
150,-62.752581498180874,3345.3465988636017,500
151,-40.96409616797439,3715.0934867858887,500
152,-32.712390843998705,4192.912954568863,500
153,-44.16421212108976,4466.549946069717,500
154,-9.862082129582769,3205.549289703369,500
155,-76.53632894963879,3309.100345134735,500
156,-24.50980523044973,3377.273073196411,500
157,-61.111390692617306,3786.108126282692,500
158,-86.89586840846908,4245.5321007966995,500
159,-44.02349292814825,3624.118153333664,500
160,-22.083501425714303,4369.433749198914,500
161,-58.83679290526272,4288.986609220505,500
162,-25.909049664515976,3559.7645967006683,500
163,-29.217578121810522,4042.87238073349,500
164,5.528051634293172,2991.409343957901,500
165,-69.2799609208069,3879.0096514225006,500
166,-57.010511349530965,3029.093874692917,500
167,-41.520731930156764,3790.446253299713,500
168,-26.929497138950786,4359.847398281097,500
169,-12.20981719162688,4704.137998819351,500
170,-33.592776003927014,4702.591529607773,500
171,-4.058662286167144,4001.222072124481,500
172,-33.05823610312529,5255.891465187073,500
173,-39.38974441405818,3347.975300550461,500
174,-42.00107226399385,3409.98464012146,500
175,-59.53980788265261,4331.219616651535,500
176,-21.176426412257033,3612.3705694675446,500
177,-56.29613571014871,6017.842594623566,500
178,-45.45839930983939,4447.838551521301,500
179,-42.21007125683925,3619.5610270500183,500
180,9.90152990974255,5908.863464593887,500
181,-36.05354077641,4752.67879986763,500
182,29.825273863479197,4685.678835630417,500
183,-36.84949769867641,4259.701780796051,500
184,-60.482879398838435,5079.404732227325,500
185,-19.435779907338198,3168.398930668831,500
186,-8.115536631723371,3829.7869566679,500
187,-80.33273902523682,300.809175491333,62
188,-32.841653810070234,3278.185269355774,500
189,-41.31913587352455,3640.752930164337,500
190,-10.645784646075258,3494.4619677066803,500
191,-50.99240772631882,2921.598924636841,500
192,-32.04829643622007,4910.17895925045,500
193,4.107201487030377,3851.9700430631638,500
194,-23.47653933593499,4216.509407997131,500
195,-49.65734284829836,3907.2112362384796,500
196,-30.468861064049825,4708.334781169891,500
197,-46.56841331289547,3023.570235490799,500
198,-35.63006485671633,2155.2551913261414,500
199,-58.534017993127186,3405.3224868774414,500
200,-74.69534237106551,4546.974179267883,500
201,-9.41881918706524,3373.3977975845337,500
